Date,Close
2021-11-30,0.214715
2021-12-01,0.209487
2021-12-02,0.209726
2021-12-03,0.199993
2021-12-04,0.178853
2021-12-05,0.171255
2021-12-06,0.1784
2021-12-07,0.176805
2021-12-08,0.179151
2021-12-09,0.169484
2021-12-10,0.164422
2021-12-11,0.169019
2021-12-12,0.169891
2021-12-13,0.157565
2021-12-14,0.180157
2021-12-15,0.181082
2021-12-16,0.173454
2021-12-17,0.16901
2021-12-18,0.1724
2021-12-19,0.169576
2021-12-20,0.167322
2021-12-21,0.171175
2021-12-22,0.173214
2021-12-23,0.18449
2021-12-24,0.186622
2021-12-25,0.190657
2021-12-26,0.19002
2021-12-27,0.187705
2021-12-28,0.174117
2021-12-29,0.167765
2021-12-30,0.171313
2021-12-31,0.170496
2022-01-01,0.173035
2022-01-02,0.174403
2022-01-03,0.170088
2022-01-04,0.168803
2022-01-05,0.15942
2022-01-06,0.160213
2022-01-07,0.155023
2022-01-08,0.151954
2022-01-09,0.151065
2022-01-10,0.143359
2022-01-11,0.153399
2022-01-12,0.161652
2022-01-13,0.172043
2022-01-14,0.183549
2022-01-15,0.185103
2022-01-16,0.177176
2022-01-17,0.171145
2022-01-18,0.165485
2022-01-19,0.162356
2022-01-20,0.155204
2022-01-21,0.14264
2022-01-22,0.132892
2022-01-23,0.141863
2022-01-24,0.137798
2022-01-25,0.143049
2022-01-26,0.143789
2022-01-27,0.141247
2022-01-28,0.141656
2022-01-29,0.143056
2022-01-30,0.139471
2022-01-31,0.141805
2022-02-01,0.142631
2022-02-02,0.137235
2022-02-03,0.137541
2022-02-04,0.147503
2022-02-05,0.147141
2022-02-06,0.15377
2022-02-07,0.165578
2022-02-08,0.158405
2022-02-09,0.159123
2022-02-10,0.151889
2022-02-11,0.144847
2022-02-12,0.144405
2022-02-13,0.148948
2022-02-14,0.146003
2022-02-15,0.151761
2022-02-16,0.149095
2022-02-17,0.138552
2022-02-18,0.138768
2022-02-19,0.141206
2022-02-20,0.136868
2022-02-21,0.12849
2022-02-22,0.131553
2022-02-23,0.127846
2022-02-24,0.123813
2022-02-25,0.127576
2022-02-26,0.127647
2022-02-27,0.123111
2022-02-28,0.133156
2022-03-01,0.133938
2022-03-02,0.13299
2022-03-03,0.12961
2022-03-04,0.122591
2022-03-05,0.124996
2022-03-06,0.120766
2022-03-07,0.117105
2022-03-08,0.117029
2022-03-09,0.121588
2022-03-10,0.116885
2022-03-11,0.115602
2022-03-12,0.115136
2022-03-13,0.111608
2022-03-14,0.114048
2022-03-15,0.112784
2022-03-16,0.116908
2022-03-17,0.116502
2022-03-18,0.119306
2022-03-19,0.123569
2022-03-20,0.119154
2022-03-21,0.119339
2022-03-22,0.122481
2022-03-23,0.129727
2022-03-24,0.13655
2022-03-25,0.131013
2022-03-26,0.135868
2022-03-27,0.144732
2022-03-28,0.142657
2022-03-29,0.14447
2022-03-30,0.14321
2022-03-31,0.137826
2022-04-01,0.141315
2022-04-02,0.138913
2022-04-03,0.146453
2022-04-04,0.148591
2022-04-05,0.172907
2022-04-06,0.143417
2022-04-07,0.146102
2022-04-08,0.142549
2022-04-09,0.144303
2022-04-10,0.149535
2022-04-11,0.134654
2022-04-12,0.138076
2022-04-13,0.14008
2022-04-14,0.14392
2022-04-15,0.146026
2022-04-16,0.143712
2022-04-17,0.139459
2022-04-18,0.140286
2022-04-19,0.142665
2022-04-20,0.140878
2022-04-21,0.136365
2022-04-22,0.136395
2022-04-23,0.134241
2022-04-24,0.131947
2022-04-25,0.157959
2022-04-26,0.137767
2022-04-27,0.1397
2022-04-28,0.137363
2022-04-29,0.135027
2022-04-30,0.127557
2022-05-01,0.132773
2022-05-02,0.130938
2022-05-03,0.12952
2022-05-04,0.135809
2022-05-05,0.12843
2022-05-06,0.127901
2022-05-07,0.127532
2022-05-08,0.124207
2022-05-09,0.104824
2022-05-10,0.108477
2022-05-11,0.084581
2022-05-12,0.082671
2022-05-13,0.088331
2022-05-14,0.089796
2022-05-15,0.092843
2022-05-16,0.087841
2022-05-17,0.090213
2022-05-18,0.083649
2022-05-19,0.086723
2022-05-20,0.083977
2022-05-21,0.084463
2022-05-22,0.086105
2022-05-23,0.083253
2022-05-24,0.083637
2022-05-25,0.082985
2022-05-26,0.078252
2022-05-27,0.081335
2022-05-28,0.081839
2022-05-29,0.082686
2022-05-30,0.087871
2022-05-31,0.085865
2022-06-01,0.081056
2022-06-02,0.082772
2022-06-03,0.080442
2022-06-04,0.081777
2022-06-05,0.081229
2022-06-06,0.08253
2022-06-07,0.080513
2022-06-08,0.079439
2022-06-09,0.079336
2022-06-10,0.075454
2022-06-11,0.069895
2022-06-12,0.064336
2022-06-13,0.053921
2022-06-14,0.055592
2022-06-15,0.063
2022-06-16,0.055029
2022-06-17,0.056995
2022-06-18,0.053012
2022-06-19,0.060396
2022-06-20,0.060177
2022-06-21,0.065571
2022-06-22,0.061711
2022-06-23,0.064032
2022-06-24,0.067124
2022-06-25,0.068503
2022-06-26,0.073177
2022-06-27,0.072239
2022-06-28,0.065957
2022-06-29,0.069468
2022-06-30,0.066086
2022-07-01,0.066175
2022-07-02,0.066698
2022-07-03,0.067179
2022-07-04,0.069472
2022-07-05,0.067155
2022-07-06,0.068583
2022-07-07,0.070621
2022-07-08,0.069257
2022-07-09,0.069512
2022-07-10,0.067263
2022-07-11,0.061847
2022-07-12,0.060087
2022-07-13,0.061953
2022-07-14,0.062394
2022-07-15,0.063042
2022-07-16,0.06428
2022-07-17,0.063107
2022-07-18,0.067715
2022-07-19,0.069013
2022-07-20,0.07012
2022-07-21,0.06996
2022-07-22,0.067563
2022-07-23,0.068124
2022-07-24,0.067724
2022-07-25,0.062306
2022-07-26,0.062512
2022-07-27,0.067021
2022-07-28,0.069108
2022-07-29,0.068909
2022-07-30,0.069644
2022-07-31,0.068272
2022-08-01,0.068725
2022-08-02,0.066694
2022-08-03,0.066195
2022-08-04,0.067357
2022-08-05,0.069765
2022-08-06,0.068674
2022-08-07,0.06894
2022-08-08,0.070055
2022-08-09,0.069125
2022-08-10,0.071195
2022-08-11,0.07093
2022-08-12,0.072345
2022-08-13,0.07284
2022-08-14,0.081687
2022-08-15,0.07672
2022-08-16,0.086964
2022-08-17,0.080154
2022-08-18,0.075079
2022-08-19,0.067939
2022-08-20,0.06954
2022-08-21,0.069448
2022-08-22,0.068391
2022-08-23,0.06877
2022-08-24,0.06799
2022-08-25,0.069094
2022-08-26,0.063572
2022-08-27,0.063587
2022-08-28,0.061786
2022-08-29,0.063887
2022-08-30,0.061525
2022-08-31,0.06133
2022-09-01,0.062372
2022-09-02,0.061635
2022-09-03,0.062694
2022-09-04,0.063226
2022-09-05,0.062738
2022-09-06,0.058983
2022-09-07,0.061104
2022-09-08,0.060977
2022-09-09,0.064018
2022-09-10,0.064776
2022-09-11,0.063714
2022-09-12,0.063905
2022-09-13,0.060129
2022-09-14,0.061173
2022-09-15,0.058791
2022-09-16,0.060423
2022-09-17,0.06221
2022-09-18,0.05752
2022-09-19,0.058612
2022-09-20,0.058417
2022-09-21,0.057404
2022-09-22,0.059599
2022-09-23,0.063336
2022-09-24,0.063234
2022-09-25,0.061152
2022-09-26,0.061089
2022-09-27,0.060609
2022-09-28,0.060623
2022-09-29,0.060728
2022-09-30,0.061653
2022-10-01,0.060627
2022-10-02,0.059288
2022-10-03,0.060384
2022-10-04,0.065962
2022-10-05,0.064735
2022-10-06,0.063444
2022-10-07,0.062409
2022-10-08,0.061678
2022-10-09,0.062156
2022-10-10,0.059513
2022-10-11,0.060258
2022-10-12,0.059881
2022-10-13,0.059674
2022-10-14,0.058643
2022-10-15,0.05858
2022-10-16,0.058914
2022-10-17,0.059935
2022-10-18,0.059776
2022-10-19,0.058713
2022-10-20,0.059536
2022-10-21,0.059334
2022-10-22,0.059694
2022-10-23,0.060347
2022-10-24,0.059506
2022-10-25,0.062882
2022-10-26,0.0728
2022-10-27,0.077018
2022-10-28,0.083897
2022-10-29,0.121603
2022-10-30,0.117802
2022-10-31,0.127026
2022-11-01,0.142575
2022-11-02,0.12783
2022-11-03,0.122592
2022-11-04,0.12628
2022-11-05,0.124388
2022-11-06,0.114606
2022-11-07,0.111299
2022-11-08,0.08841
2022-11-09,0.074288
2022-11-10,0.089789
2022-11-11,0.084885
2022-11-12,0.088039
2022-11-13,0.084893
2022-11-14,0.085879
2022-11-15,0.086971
2022-11-16,0.085583
2022-11-17,0.084765
2022-11-18,0.084672
2022-11-19,0.084581
2022-11-20,0.077174
2022-11-21,0.074711
2022-11-22,0.078488
2022-11-23,0.081786
2022-11-24,0.081481
2022-11-25,0.089475
2022-11-26,0.088988
2022-11-27,0.098712
2022-11-28,0.095122
2022-11-29,0.101853
2022-11-30,0.10686
2022-12-01,0.101584
2022-12-02,0.102148
2022-12-03,0.099824
2022-12-04,0.104286
2022-12-05,0.101474
2022-12-06,0.100278
2022-12-07,0.095783
2022-12-08,0.09854
2022-12-09,0.096662
2022-12-10,0.096457
2022-12-11,0.092875
2022-12-12,0.090258
2022-12-13,0.09094
2022-12-14,0.088514
2022-12-15,0.084722
2022-12-16,0.075942
2022-12-17,0.079267
2022-12-18,0.078641
2022-12-19,0.071429
2022-12-20,0.074935
2022-12-21,0.073679
2022-12-22,0.076967
2022-12-23,0.077129
2022-12-24,0.077648
2022-12-25,0.075952
2022-12-26,0.075783
2022-12-27,0.073724
2022-12-28,0.070381
2022-12-29,0.071042
2022-12-30,0.068404
2022-12-31,0.070294
2023-01-01,0.070225
2023-01-02,0.071454
2023-01-03,0.070468
2023-01-04,0.073237
2023-01-05,0.07155
2023-01-06,0.07247
2023-01-07,0.072222
2023-01-08,0.073601
2023-01-09,0.075784
2023-01-10,0.077729
2023-01-11,0.078153
2023-01-12,0.080286
2023-01-13,0.084438
2023-01-14,0.087323
2023-01-15,0.086131
2023-01-16,0.083636
2023-01-17,0.082982
2023-01-18,0.080191
2023-01-19,0.08166
2023-01-20,0.086403
2023-01-21,0.084765
2023-01-22,0.088304
2023-01-23,0.088605
2023-01-24,0.08395
2023-01-25,0.086594
2023-01-26,0.086373
2023-01-27,0.087123
2023-01-28,0.087788
2023-01-29,0.090233
2023-01-30,0.088337
2023-01-31,0.096167
2023-02-01,0.094171
2023-02-02,0.090979
2023-02-03,0.092987
2023-02-04,0.095782
2023-02-05,0.092095
2023-02-06,0.089549
2023-02-07,0.092576
2023-02-08,0.090156
2023-02-09,0.08148
2023-02-10,0.08109
2023-02-11,0.082372
2023-02-12,0.082144
2023-02-13,0.082156
2023-02-14,0.083534
2023-02-15,0.089291
2023-02-16,0.085044
2023-02-17,0.087766
2023-02-18,0.088927
2023-02-19,0.086966
2023-02-20,0.088208
2023-02-21,0.085413
2023-02-22,0.085534
2023-02-23,0.084292
2023-02-24,0.0809
2023-02-25,0.080786
2023-02-26,0.082202
2023-02-27,0.081354
2023-02-28,0.080749
2023-03-01,0.081964
2023-03-02,0.08052
2023-03-03,0.076777
2023-03-04,0.074556
2023-03-05,0.074795
2023-03-06,0.074805
2023-03-07,0.074048
2023-03-08,0.07113
2023-03-09,0.065987
2023-03-10,0.065833
2023-03-11,0.066594
2023-03-12,0.071001
2023-03-13,0.073041
2023-03-14,0.074787
2023-03-15,0.069866
2023-03-16,0.072718
2023-03-17,0.076509
2023-03-18,0.07305
2023-03-19,0.074813
2023-03-20,0.071487
2023-03-21,0.076894
2023-03-22,0.073999
2023-03-23,0.077412
2023-03-24,0.07468
2023-03-25,0.074044
2023-03-26,0.074417
2023-03-27,0.072895
2023-03-28,0.073823
2023-03-29,0.075627
2023-03-30,0.074245
2023-03-31,0.077035
2023-04-01,0.084051
2023-04-02,0.079089
2023-04-03,0.096079
2023-04-04,0.095159
2023-04-05,0.092817
2023-04-06,0.085412
2023-04-07,0.082456
2023-04-08,0.081405
2023-04-09,0.08329
2023-04-10,0.084852
2023-04-11,0.084237
2023-04-12,0.083433
2023-04-13,0.087484
2023-04-14,0.088785
2023-04-15,0.088974
2023-04-16,0.090472
2023-04-17,0.091449
2023-04-18,0.093989
2023-04-19,0.087868
2023-04-20,0.083937
2023-04-21,0.078479
2023-04-22,0.080375
2023-04-23,0.07882
2023-04-24,0.078784
2023-04-25,0.079847
2023-04-26,0.078623
2023-04-27,0.08019
2023-04-28,0.080364
2023-04-29,0.08163
2023-04-30,0.079769
2023-05-01,0.07882
2023-05-02,0.078806
2023-05-03,0.079713
2023-05-04,0.078449
2023-05-05,0.08039
2023-05-06,0.076998
2023-05-07,0.07671
2023-05-08,0.072473
2023-05-09,0.073139
2023-05-10,0.073226
2023-05-11,0.072085
2023-05-12,0.072459
2023-05-13,0.071777
2023-05-14,0.071986
2023-05-15,0.072046
2023-05-16,0.072729
2023-05-17,0.074911
2023-05-18,0.073546
2023-05-19,0.073527
2023-05-20,0.07367
2023-05-21,0.072142
2023-05-22,0.072998
2023-05-23,0.072864
2023-05-24,0.070735
2023-05-25,0.070875
2023-05-26,0.070984
2023-05-27,0.072683
2023-05-28,0.073613
2023-05-29,0.073185
2023-05-30,0.072361
2023-05-31,0.07166
2023-06-01,0.071492
2023-06-02,0.072612
2023-06-03,0.072671
2023-06-04,0.072471
2023-06-05,0.066573
2023-06-06,0.070373
2023-06-07,0.0673
2023-06-08,0.067966
2023-06-09,0.069489
2023-06-10,0.06186
2023-06-11,0.061587
2023-06-12,0.061459
2023-06-13,0.061723
2023-06-14,0.060387
2023-06-15,0.061503
2023-06-16,0.062102
2023-06-17,0.062217
2023-06-18,0.062167
2023-06-19,0.062341
2023-06-20,0.063045
2023-06-21,0.065704
2023-06-22,0.065643
2023-06-23,0.068174
2023-06-24,0.066742
2023-06-25,0.066764
2023-06-26,0.064749
2023-06-27,0.065545
2023-06-28,0.062602
2023-06-29,0.063407
2023-06-30,0.066479
2023-07-01,0.068478
2023-07-02,0.068038
2023-07-03,0.068353
2023-07-04,0.068941
2023-07-05,0.067033
2023-07-06,0.065026
2023-07-07,0.065425
2023-07-08,0.065761
2023-07-09,0.065435
2023-07-10,0.065243
2023-07-11,0.065287
2023-07-12,0.065071
2023-07-13,0.070507
2023-07-14,0.068529
2023-07-15,0.071927
2023-07-16,0.069554
2023-07-17,0.069905
2023-07-18,0.068583
2023-07-19,0.070159
2023-07-20,0.070516
2023-07-21,0.073295
2023-07-22,0.070433
2023-07-23,0.071819
2023-07-24,0.074268
2023-07-25,0.081845
2023-07-26,0.077958
2023-07-27,0.077562
2023-07-28,0.077321
2023-07-29,0.080188
2023-07-30,0.078061
2023-07-31,0.077818
2023-08-01,0.078042
2023-08-02,0.074213
2023-08-03,0.073615
2023-08-04,0.073416
2023-08-05,0.075686
2023-08-06,0.074266
2023-08-07,0.073422
2023-08-08,0.074986
2023-08-09,0.075314
2023-08-10,0.075803
2023-08-11,0.075666
2023-08-12,0.076742
2023-08-13,0.074783
2023-08-14,0.074731
2023-08-15,0.070863
2023-08-16,0.067183
2023-08-17,0.061185
2023-08-18,0.063234
2023-08-19,0.063758
2023-08-20,0.06383
2023-08-21,0.062529
2023-08-22,0.062599
2023-08-23,0.063778
2023-08-24,0.063036
2023-08-25,0.063084
2023-08-26,0.062868
2023-08-27,0.063171
2023-08-28,0.063438
2023-08-29,0.06639
2023-08-30,0.065838
2023-08-31,0.063785
2023-09-01,0.063849
2023-09-02,0.063494
2023-09-03,0.063173
2023-09-04,0.063185
2023-09-05,0.063992
2023-09-06,0.063613
2023-09-07,0.063579
2023-09-08,0.063649
2023-09-09,0.063405
2023-09-10,0.061327
2023-09-11,0.060462
2023-09-12,0.060951
2023-09-13,0.06128
2023-09-14,0.062072
2023-09-15,0.062553
2023-09-16,0.062148
2023-09-17,0.061517
2023-09-18,0.062016
2023-09-19,0.062709
2023-09-20,0.06263
2023-09-21,0.061346
2023-09-22,0.061531
2023-09-23,0.061507
2023-09-24,0.060743
2023-09-25,0.060959
2023-09-26,0.060599
2023-09-27,0.060504
2023-09-28,0.061484
2023-09-29,0.062178
2023-09-30,0.062141
2023-10-01,0.063193
2023-10-02,0.06206
2023-10-03,0.061386
2023-10-04,0.061488
2023-10-05,0.060923
2023-10-06,0.061426
2023-10-07,0.061455
2023-10-08,0.061008
2023-10-09,0.058779
2023-10-10,0.059025
2023-10-11,0.05847
2023-10-12,0.057897
2023-10-13,0.058398
2023-10-14,0.059859
2023-10-15,0.05935
2023-10-16,0.060114
2023-10-17,0.05912
2023-10-18,0.058673
2023-10-19,0.058883
2023-10-20,0.059965
2023-10-21,0.061188
2023-10-22,0.061596
2023-10-23,0.067085
2023-10-24,0.066556
2023-10-25,0.068361
2023-10-26,0.071867
2023-10-27,0.067881
2023-10-28,0.069001
2023-10-29,0.069359
2023-10-30,0.06965
2023-10-31,0.068277
2023-11-01,0.068841
2023-11-02,0.067934
2023-11-03,0.068144
2023-11-04,0.069079
2023-11-05,0.071224
2023-11-06,0.076381
2023-11-07,0.073518
2023-11-08,0.075481
2023-11-09,0.073461
2023-11-10,0.075444
2023-11-11,0.078406
2023-11-12,0.077981
2023-11-13,0.074782
2023-11-14,0.072457
2023-11-15,0.076356
2023-11-16,0.079277
2023-11-17,0.086304
2023-11-18,0.080383
2023-11-19,0.080576
2023-11-20,0.077879
2023-11-21,0.072119
2023-11-22,0.075784
2023-11-23,0.0762
2023-11-24,0.078217
2023-11-25,0.078955
2023-11-26,0.078704
2023-11-27,0.078788
2023-11-28,0.081009
2023-11-29,0.080593
2023-11-30,0.083417
2023-12-01,0.083857
2023-12-02,0.086279
2023-12-03,0.085615
2023-12-04,0.09194
2023-12-05,0.094247
2023-12-06,0.094864
2023-12-07,0.09592
2023-12-08,0.10147
2023-12-09,0.098542
2023-12-10,0.101801
2023-12-11,0.094384
2023-12-12,0.093835
2023-12-13,0.096428
2023-12-14,0.098255
2023-12-15,0.093004
2023-12-16,0.097056
2023-12-17,0.093097
2023-12-18,0.092036
2023-12-19,0.090297
2023-12-20,0.091417
2023-12-21,0.095004
2023-12-22,0.095198
2023-12-23,0.093562
2023-12-24,0.091895
2023-12-25,0.094449
2023-12-26,0.091356
2023-12-27,0.093579
2023-12-28,0.091884
2023-12-29,0.091038
2023-12-30,0.090148
2023-12-31,0.089472
2024-01-01,0.092024
2024-01-02,0.091204
2024-01-03,0.082042
2024-01-04,0.084131
2024-01-05,0.082773
2024-01-06,0.080664
2024-01-07,0.078225
2024-01-08,0.08137
2024-01-09,0.079263
2024-01-10,0.082942
2024-01-11,0.084625
2024-01-12,0.080046
2024-01-13,0.080923
2024-01-14,0.079978
2024-01-15,0.081125
2024-01-16,0.08131
2024-01-17,0.080505
2024-01-18,0.077987
2024-01-19,0.078536
2024-01-20,0.087888
2024-01-21,0.085273
2024-01-22,0.080341
2024-01-23,0.078154
2024-01-24,0.079016
2024-01-25,0.077933
2024-01-26,0.079901
2024-01-27,0.080142
2024-01-28,0.078813
2024-01-29,0.081289
2024-01-30,0.079723
2024-01-31,0.078764
2024-02-01,0.079327
2024-02-02,0.079233
2024-02-03,0.078651
2024-02-04,0.078238
2024-02-05,0.07822
2024-02-06,0.078466
2024-02-07,0.080104
2024-02-08,0.079871
2024-02-09,0.081579
2024-02-10,0.081448
2024-02-11,0.081193
2024-02-12,0.082345
2024-02-13,0.081089
2024-02-14,0.085543
2024-02-15,0.085356
2024-02-16,0.086013
2024-02-17,0.083593
2024-02-18,0.085166
2024-02-19,0.089477
2024-02-20,0.086143
2024-02-21,0.084615
2024-02-22,0.084089
2024-02-23,0.084434
2024-02-24,0.086156
2024-02-25,0.086099
2024-02-26,0.089389
2024-02-27,0.097671
2024-02-28,0.116582
2024-02-29,0.117185
2024-03-01,0.139557
2024-03-02,0.142121
2024-03-03,0.153836
2024-03-04,0.18291
2024-03-05,0.153937
2024-03-06,0.157791
2024-03-07,0.158121
2024-03-08,0.165347
2024-03-09,0.179083
2024-03-10,0.16992
2024-03-11,0.181965
2024-03-12,0.168144
2024-03-13,0.169158
2024-03-14,0.17733
2024-03-15,0.163231
2024-03-16,0.142368
2024-03-17,0.15433
2024-03-18,0.143673
2024-03-19,0.128728
2024-03-20,0.152186
2024-03-21,0.155292
2024-03-22,0.152703
2024-03-23,0.161768
2024-03-24,0.176453
2024-03-25,0.175367
2024-03-26,0.182486
2024-03-27,0.19033
2024-03-28,0.220056
2024-03-29,0.213491
2024-03-30,
2024-03-31,0.203116
